gender,household_income,employment,age_group,race_ethnicity,education,n
Female,"$100,000 to $124,999",unemployed,28 to 37,"other race, nec","College Degree (such as B.A., B.S.)",1
Female,"$100,000 to $124,999",unemployed,28 to 37,white,"College Degree (such as B.A., B.S.)",4
Female,"$100,000 to $124,999",unemployed,28 to 37,white,"Completed some college, but no degree",3
Female,"$100,000 to $124,999",unemployed,28 to 37,white,Completed some high school,4
Female,"$100,000 to $124,999",unemployed,28 to 37,white,Masters degree,4
Female,"$100,000 to $124,999",unemployed,38 to 47,black/african american/negro,Associate Degree,1
Female,"$100,000 to $124,999",unemployed,38 to 47,black/african american/negro,"Completed some college, but no degree",1
Female,"$100,000 to $124,999",unemployed,38 to 47,black/african american/negro,High school graduate,1
Female,"$100,000 to $124,999",unemployed,38 to 47,black/african american/negro,Masters degree,2
Female,"$100,000 to $124,999",unemployed,38 to 47,black/african american/negro,Other post high school vocational training,1
Female,"$100,000 to $124,999",unemployed,38 to 47,chinese,"College Degree (such as B.A., B.S.)",2
Female,"$100,000 to $124,999",unemployed,38 to 47,chinese,Masters degree,2
Female,"$100,000 to $124,999",unemployed,38 to 47,other asian or pacific islander,"College Degree (such as B.A., B.S.)",3
Female,"$100,000 to $124,999",unemployed,38 to 47,other asian or pacific islander,Masters degree,3
Female,"$100,000 to $124,999",unemployed,38 to 47,"other race, nec",Masters degree,1
Female,"$100,000 to $124,999",unemployed,38 to 47,white,Associate Degree,2
Female,"$100,000 to $124,999",unemployed,38 to 47,white,"College Degree (such as B.A., B.S.)",9
Female,"$100,000 to $124,999",unemployed,38 to 47,white,"Completed some college, but no degree",4
Female,"$100,000 to $124,999",unemployed,38 to 47,white,Doctorate degree,2
Female,"$100,000 to $124,999",unemployed,38 to 47,white,High school graduate,1
Female,"$100,000 to $124,999",unemployed,38 to 47,white,Masters degree,6
Female,"$100,000 to $124,999",unemployed,38 to 47,white,Other post high school vocational training,1
Female,"$100,000 to $124,999",unemployed,48 to 57,american indian or alaska native,High school graduate,1
Female,"$100,000 to $124,999",unemployed,48 to 57,black/african american/negro,"College Degree (such as B.A., B.S.)",1
Female,"$100,000 to $124,999",unemployed,48 to 57,black/african american/negro,Masters degree,2
Female,"$100,000 to $124,999",unemployed,48 to 57,chinese,"College Degree (such as B.A., B.S.)",1
Female,"$100,000 to $124,999",unemployed,48 to 57,other asian or pacific islander,Associate Degree,1
Female,"$100,000 to $124,999",unemployed,48 to 57,other asian or pacific islander,"College Degree (such as B.A., B.S.)",1
Female,"$100,000 to $124,999",unemployed,48 to 57,other asian or pacific islander,"Completed some college, but no degree",1
Female,"$100,000 to $124,999",unemployed,48 to 57,other asian or pacific islander,High school graduate,1
Female,"$100,000 to $124,999",unemployed,48 to 57,white,Associate Degree,5
Female,"$100,000 to $124,999",unemployed,48 to 57,white,"College Degree (such as B.A., B.S.)",12
Female,"$100,000 to $124,999",unemployed,48 to 57,white,"Completed some college, but no degree",8
Female,"$100,000 to $124,999",unemployed,48 to 57,white,High school graduate,2
Female,"$100,000 to $124,999",unemployed,48 to 57,white,Masters degree,13
Female,"$100,000 to $124,999",unemployed,58 to 67,black/african american/negro,"College Degree (such as B.A., B.S.)",1
Female,"$100,000 to $124,999",unemployed,58 to 67,black/african american/negro,High school graduate,1
Female,"$100,000 to $124,999",unemployed,58 to 67,black/african american/negro,Masters degree,2
Female,"$100,000 to $124,999",unemployed,58 to 67,chinese,"College Degree (such as B.A., B.S.)",1
Female,"$100,000 to $124,999",unemployed,58 to 67,chinese,Masters degree,2
Female,"$100,000 to $124,999",unemployed,58 to 67,other asian or pacific islander,Masters degree,1
Female,"$100,000 to $124,999",unemployed,58 to 67,"other race, nec","College Degree (such as B.A., B.S.)",1
Female,"$100,000 to $124,999",unemployed,58 to 67,white,Associate Degree,6
Female,"$100,000 to $124,999",unemployed,58 to 67,white,"College Degree (such as B.A., B.S.)",19
Female,"$100,000 to $124,999",unemployed,58 to 67,white,"Completed some college, but no degree",7
Female,"$100,000 to $124,999",unemployed,58 to 67,white,Doctorate degree,1
Female,"$100,000 to $124,999",unemployed,58 to 67,white,High school graduate,7
Female,"$100,000 to $124,999",unemployed,58 to 67,white,Masters degree,13
Female,"$100,000 to $124,999",unemployed,68 to 77,black/african american/negro,Masters degree,1
Female,"$100,000 to $124,999",unemployed,68 to 77,white,3rd Grade or less,1
Female,"$100,000 to $124,999",unemployed,68 to 77,white,"College Degree (such as B.A., B.S.)",2
Female,"$100,000 to $124,999",unemployed,68 to 77,white,"Completed some college, but no degree",1
Female,"$100,000 to $124,999",unemployed,68 to 77,white,High school graduate,2
Female,"$100,000 to $124,999",unemployed,68 to 77,white,Other post high school vocational training,1
Female,"$100,000 to $124,999",unemployed,78 to 87,white,"Completed some college, but no degree",1
Female,"$100,000 to $124,999",not in labor force,18 to 27,american indian or alaska native,"Completed some college, but no degree",2
Female,"$100,000 to $124,999",not in labor force,18 to 27,american indian or alaska native,High school graduate,3
Female,"$100,000 to $124,999",not in labor force,18 to 27,black/african american/negro,Masters degree,1
Female,"$100,000 to $124,999",not in labor force,18 to 27,"other race, nec",Completed some high school,1
Female,"$100,000 to $124,999",not in labor force,18 to 27,white,"College Degree (such as B.A., B.S.)",1
Female,"$100,000 to $124,999",not in labor force,18 to 27,white,High school graduate,2
Female,"$100,000 to $124,999",not in labor force,18 to 27,white,Masters degree,2
Female,"$100,000 to $124,999",not in labor force,28 to 37,american indian or alaska native,High school graduate,4
Female,"$100,000 to $124,999",not in labor force,28 to 37,american indian or alaska native,Other post high school vocational training,1
Female,"$100,000 to $124,999",not in labor force,28 to 37,black/african american/negro,Masters degree,2
Female,"$100,000 to $124,999",not in labor force,28 to 37,chinese,3rd Grade or less,1
Female,"$100,000 to $124,999",not in labor force,28 to 37,chinese,"College Degree (such as B.A., B.S.)",1
Female,"$100,000 to $124,999",not in labor force,28 to 37,chinese,Masters degree,1
Female,"$100,000 to $124,999",not in labor force,28 to 37,other asian or pacific islander,3rd Grade or less,1
Female,"$100,000 to $124,999",not in labor force,28 to 37,other asian or pacific islander,"College Degree (such as B.A., B.S.)",2
Female,"$100,000 to $124,999",not in labor force,28 to 37,other asian or pacific islander,Masters degree,1
Female,"$100,000 to $124,999",not in labor force,28 to 37,white,Associate Degree,1
Female,"$100,000 to $124,999",not in labor force,28 to 37,white,"College Degree (such as B.A., B.S.)",9
Female,"$100,000 to $124,999",not in labor force,28 to 37,white,"Completed some college, but no degree",1
Female,"$100,000 to $124,999",not in labor force,28 to 37,white,Completed some high school,1
Female,"$100,000 to $124,999",not in labor force,28 to 37,white,Doctorate degree,1
Female,"$100,000 to $124,999",not in labor force,28 to 37,white,High school graduate,1
Female,"$100,000 to $124,999",not in labor force,28 to 37,white,Masters degree,4
Female,"$100,000 to $124,999",not in labor force,28 to 37,white,Middle School - Grades 4 - 8,1
Female,"$100,000 to $124,999",not in labor force,28 to 37,white,Other post high school vocational training,1
Female,"$100,000 to $124,999",not in labor force,38 to 47,american indian or alaska native,High school graduate,2
Female,"$100,000 to $124,999",not in labor force,38 to 47,black/african american/negro,High school graduate,3
Female,"$100,000 to $124,999",not in labor force,38 to 47,black/african american/negro,Masters degree,2
Female,"$100,000 to $124,999",not in labor force,38 to 47,chinese,3rd Grade or less,1
Female,"$100,000 to $124,999",not in labor force,38 to 47,chinese,"College Degree (such as B.A., B.S.)",4
Female,"$100,000 to $124,999",not in labor force,38 to 47,chinese,Masters degree,2
Female,"$100,000 to $124,999",not in labor force,38 to 47,other asian or pacific islander,"College Degree (such as B.A., B.S.)",3
Female,"$100,000 to $124,999",not in labor force,38 to 47,other asian or pacific islander,Doctorate degree,2
Female,"$100,000 to $124,999",not in labor force,38 to 47,other asian or pacific islander,High school graduate,1
Female,"$100,000 to $124,999",not in labor force,38 to 47,other asian or pacific islander,Masters degree,3
Female,"$100,000 to $124,999",not in labor force,38 to 47,"other race, nec","College Degree (such as B.A., B.S.)",2
Female,"$100,000 to $124,999",not in labor force,38 to 47,"other race, nec",High school graduate,3
Female,"$100,000 to $124,999",not in labor force,38 to 47,"other race, nec",Masters degree,2
Female,"$100,000 to $124,999",not in labor force,38 to 47,white,3rd Grade or less,1
Female,"$100,000 to $124,999",not in labor force,38 to 47,white,Associate Degree,1
Female,"$100,000 to $124,999",not in labor force,38 to 47,white,"College Degree (such as B.A., B.S.)",18
Female,"$100,000 to $124,999",not in labor force,38 to 47,white,"Completed some college, but no degree",6
Female,"$100,000 to $124,999",not in labor force,38 to 47,white,Doctorate degree,1
Female,"$100,000 to $124,999",not in labor force,38 to 47,white,High school graduate,1
Female,"$100,000 to $124,999",not in labor force,38 to 47,white,Masters degree,11
Female,"$100,000 to $124,999",not in labor force,38 to 47,white,Other post high school vocational training,2
Female,"$100,000 to $124,999",not in labor force,48 to 57,american indian or alaska native,"Completed some college, but no degree",1
Female,"$100,000 to $124,999",not in labor force,48 to 57,american indian or alaska native,High school graduate,3
Female,"$100,000 to $124,999",not in labor force,48 to 57,black/african american/negro,Associate Degree,1
Female,"$100,000 to $124,999",not in labor force,48 to 57,black/african american/negro,"College Degree (such as B.A., B.S.)",2
Female,"$100,000 to $124,999",not in labor force,48 to 57,black/african american/negro,"Completed some college, but no degree",3
Female,"$100,000 to $124,999",not in labor force,48 to 57,black/african american/negro,Doctorate degree,1
Female,"$100,000 to $124,999",not in labor force,48 to 57,black/african american/negro,High school graduate,2
Female,"$100,000 to $124,999",not in labor force,48 to 57,chinese,3rd Grade or less,1
Female,"$100,000 to $124,999",not in labor force,48 to 57,chinese,"College Degree (such as B.A., B.S.)",5
Female,"$100,000 to $124,999",not in labor force,48 to 57,chinese,Masters degree,2
Female,"$100,000 to $124,999",not in labor force,48 to 57,japanese,"College Degree (such as B.A., B.S.)",1
Female,"$100,000 to $124,999",not in labor force,48 to 57,other asian or pacific islander,"College Degree (such as B.A., B.S.)",1
Female,"$100,000 to $124,999",not in labor force,48 to 57,other asian or pacific islander,"Completed some college, but no degree",1
Female,"$100,000 to $124,999",not in labor force,48 to 57,other asian or pacific islander,Completed some high school,1
Female,"$100,000 to $124,999",not in labor force,48 to 57,other asian or pacific islander,Doctorate degree,1
Female,"$100,000 to $124,999",not in labor force,48 to 57,other asian or pacific islander,Masters degree,2
Female,"$100,000 to $124,999",not in labor force,48 to 57,"other race, nec",Associate Degree,2
Female,"$100,000 to $124,999",not in labor force,48 to 57,"other race, nec","Completed some college, but no degree",3
Female,"$100,000 to $124,999",not in labor force,48 to 57,"other race, nec",Masters degree,3
Female,"$100,000 to $124,999",not in labor force,48 to 57,white,3rd Grade or less,1
Female,"$100,000 to $124,999",not in labor force,48 to 57,white,Associate Degree,9
Female,"$100,000 to $124,999",not in labor force,48 to 57,white,"College Degree (such as B.A., B.S.)",56
Female,"$100,000 to $124,999",not in labor force,48 to 57,white,"Completed some college, but no degree",21
Female,"$100,000 to $124,999",not in labor force,48 to 57,white,Completed some high school,5
Female,"$100,000 to $124,999",not in labor force,48 to 57,white,Doctorate degree,1
Female,"$100,000 to $124,999",not in labor force,48 to 57,white,High school graduate,6
Female,"$100,000 to $124,999",not in labor force,48 to 57,white,Masters degree,46
Female,"$100,000 to $124,999",not in labor force,48 to 57,white,Other post high school vocational training,1
Female,"$100,000 to $124,999",not in labor force,58 to 67,american indian or alaska native,"College Degree (such as B.A., B.S.)",1
Female,"$100,000 to $124,999",not in labor force,58 to 67,american indian or alaska native,"Completed some college, but no degree",4
